"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"filago spathulata  (Corymbifères (de B à G incl.))";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"juillet 1870";"still image";"image/jpeg";"Corymbifères_(de_B_à_G_incl.)_filago_spathulata_MAB03150";"Corymbifères_(de_B_à_G_incl.)_filago_spathulata_MAB03150";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_B_à_G_incl.)_filago_spathulata_MAB03150.jpg"
"gnaphalium luteo album  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"21 juillet ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03151";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03151";"Bibliothèque Université Clermont Auvergne";"fre";;"route de Gennetines, Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03151.jpg"
"gnaphalium luteo album  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"14 septembre 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03152";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03152";"Bibliothèque Université Clermont Auvergne";"fre";;"Chevenon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_luteo_album_MAB03152.jpg"
"helianthus tuberosus  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"octobre 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_helianthus_tuberosus_MAB03153";"Corymbifères_(de_G_à_S_incl.)_helianthus_tuberosus_MAB03153";"Bibliothèque Université Clermont Auvergne";"fre";;"jardin";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_helianthus_tuberosus_MAB03153.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"21 juillet ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03154";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03154";"Bibliothèque Université Clermont Auvergne";"fre";;"route de Gennetines, bois";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03154.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"9 août 1877";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03155";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03155";"Bibliothèque Université Clermont Auvergne";"fre";;"Saint-Didier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03155.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"15 septembre 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03156";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03156";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Montet";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03156.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"14 août 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03157";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03157";"Bibliothèque Université Clermont Auvergne";"fre";;"Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03157.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";"Gagne";;;"Herbiers universitaires de Clermont-Ferrand";"14 août 1877";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03158";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03158";"Bibliothèque Université Clermont Auvergne";"fre";;"Blomard";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03158.jpg"
"gnaphalium sylvaticum  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"20 août 1874";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03159";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03159";"Bibliothèque Université Clermont Auvergne";"fre";;"Ferrières, au Montoncelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_sylvaticum_MAB03159.jpg"
"gnaphalium uliginosum  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_uliginosum_MAB03160";"Corymbifères_(de_G_à_S_incl.)_gnaphalium_uliginosum_MAB03160";"Bibliothèque Université Clermont Auvergne";"fre";;"Bressolles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_gnaphalium_uliginosum_MAB03160.jpg"
"inula britannica  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"août 1868";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03161";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03161";"Bibliothèque Université Clermont Auvergne";"fre";;"Bourbon l'Archambaut, au château";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03161.jpg"
"inula britannica  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 septembre 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03162";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03162";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Veurdre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03162.jpg"
"inula britannica  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"24 juillet ? Ou 9 septembre 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03163";"Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03163";"Bibliothèque Université Clermont Auvergne";"fre";;"bords de l'Allier, Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_britannica_MAB03163.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"26 août 1868";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03164";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03164";"Bibliothèque Université Clermont Auvergne";"fre";;"Bourbon l'Archambaut";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03164.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1881";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03165";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03165";"Bibliothèque Université Clermont Auvergne";"fre";;"Montord";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03165.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03166";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03166";"Bibliothèque Université Clermont Auvergne";"fre";;"Chouvigny";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03166.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 septembre 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03167";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03167";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Veurdre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03167.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Gagne";;;"Herbiers universitaires de Clermont-Ferrand";"20 août 1877";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03168";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03168";"Bibliothèque Université Clermont Auvergne";"fre";;"vallée de l'Amarou près Montluçon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03168.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03169";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03169";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03169.jpg"
"inula conyza  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"14 septembre 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03170";"Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03170";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Montet";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_conyza_MAB03170.jpg"
"inula dysenterica  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"3 juillet ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03171";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03171";"Bibliothèque Université Clermont Auvergne";"fre";;"bords de la Queune, Neuvy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03171.jpg"
"inula dysenterica  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"7 juillet ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03172";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03172";"Bibliothèque Université Clermont Auvergne";"fre";;"bords de l'Allier, Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03172.jpg"
"inula dysenterica  (Corymbifères (de G à S incl.))";"Migout";"Gay";;;"Herbiers universitaires de Clermont-Ferrand";"11 juillet 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03173";"Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03173";"Bibliothèque Université Clermont Auvergne";"fre";;"Saint Pourçain";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_dysenterica_MAB03173.jpg"
"inula helenium  (Corymbifères (de G à S incl.))";"Migout";"Rodillon de Chapettes";;;"Herbiers universitaires de Clermont-Ferrand";"6 août 1877";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_helenium_MAB03175";"Corymbifères_(de_G_à_S_incl.)_inula_helenium_MAB03175";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_helenium_MAB03175.jpg"
"? ?  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_?_?_MAB03174";"Corymbifères_(de_G_à_S_incl.)_?_?_MAB03174";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_?_?_MAB03174.jpg"
"inula pulicaria  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"5 septembre 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03176";"Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03176";"Bibliothèque Université Clermont Auvergne";"fre";;"bords de l'Allier, Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03176.jpg"
"inula pulicaria  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03177";"Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03177";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_pulicaria_MAB03177.jpg"
"inula salicina  (Corymbifères (de G à S incl.))";"Migout";"Allard";;;"Herbiers universitaires de Clermont-Ferrand";1870;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_inula_salicina_MAB03178";"Corymbifères_(de_G_à_S_incl.)_inula_salicina_MAB03178";"Bibliothèque Université Clermont Auvergne";"fre";;"Bresnay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_inula_salicina_MAB03178.jpg"
"leucanthemum vulgare/chrysanthemum  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"6 mai ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare/chrysanthemum_MAB03182";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare/chrysanthemum_MAB03182";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare/chrysanthemum_MAB03182.jpg"
"leucanthemum vulgare  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"9 juin 1881";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03179";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03179";"Bibliothèque Université Clermont Auvergne";"fre";;"Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03179.jpg"
"leucanthemum vulgare  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1881";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03180";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03180";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Sapet à l'Assise, Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03180.jpg"
"leucanthemum vulgare  (Corymbifères (de G à S incl.))";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"3 juin 1870";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03181";"Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03181";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_leucanthemum_vulgare_MAB03181.jpg"
"matricaria chamomilla  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03183";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03183";"Bibliothèque Université Clermont Auvergne";"fre";;"pont de fer rive gauche, Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03183.jpg"
"matricaria chamomilla  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 juin 1880";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03184";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03184";"Bibliothèque Université Clermont Auvergne";"fre";;"Toulon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03184.jpg"
"matricaria chamomilla  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 août 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03185";"Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03185";"Bibliothèque Université Clermont Auvergne";"fre";;"Loriges aux Dollats";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_matricaria_chamomilla_MAB03185.jpg"
"matricaria inodora  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03186";"Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03186";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins, gare des bâteaux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03186.jpg"
"matricaria inodora  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"20 septembre 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03187";"Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03187";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_matricaria_inodora_MAB03187.jpg"
"micropus erectus  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_micropus_erectus_MAB03188";"Corymbifères_(de_G_à_S_incl.)_micropus_erectus_MAB03188";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil Cintrat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_micropus_erectus_MAB03188.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"25 mai ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03189";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03189";"Bibliothèque Université Clermont Auvergne";"fre";;"moissons près l'étang de Labrosse";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03189.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03190";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03190";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03190.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03191";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03191";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03191.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"7 juin 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03192";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03192";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03192.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"5 juin 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03193";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03193";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03193.jpg"
"valerianella auricula  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03194";"Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03194";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_auricula_MAB03194.jpg"
"pyrethrum corymbosum  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"12 juillet 1877";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_pyrethrum_corymbosum_MAB03195";"Corymbifères_(de_G_à_S_incl.)_pyrethrum_corymbosum_MAB03195";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_pyrethrum_corymbosum_MAB03195.jpg"
"petasites officinalis  (Corymbifères (de G à S incl.))";"Migout";"Allard";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03196";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03196";"Bibliothèque Université Clermont Auvergne";"fre";;"marais de l'Accolin à Chevagnes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03196.jpg"
"petasites officinalis  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03197";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03197";"Bibliothèque Université Clermont Auvergne";"fre";;"bords du Boublon, Fourilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03197.jpg"
"petasites officinalis  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"20 avril 1875";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03198";"Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03198";"Bibliothèque Université Clermont Auvergne";"fre";;"propriété Chevalier, Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_petasites_officinalis_MAB03198.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"1 mai ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03199";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03199";"Bibliothèque Université Clermont Auvergne";"fre";;"pré de la Cave";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03199.jpg"
