"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juin 1881";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03200";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03200";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Sapet à l'Assise, Laprugne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03200.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"8 juin 1881";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03201";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03201";"Bibliothèque Université Clermont Auvergne";"fre";;"tourbières en bas du Montoncelle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03201.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";"Grosleron";;;"Herbiers universitaires de Clermont-Ferrand";"25 avril 1878";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03202";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03202";"Bibliothèque Université Clermont Auvergne";"fre";;"Lamaids";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03202.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";"Henry";;;"Herbiers universitaires de Clermont-Ferrand";"24 avril 1878";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03203";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03203";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay-sur-Loire";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03203.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"30 avril 1870";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03204";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03204";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03204.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03205";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03205";"Bibliothèque Université Clermont Auvergne";"fre";;"Chavenon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03205.jpg"
"valeriana dioïca  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"25 mai 1874";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03441";"Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03441";"Bibliothèque Université Clermont Auvergne";"fre";;"Treban";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_dioïca_MAB03441.jpg"
"valeriana officinalis  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"22 mai ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03206";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03206";"Bibliothèque Université Clermont Auvergne";"fre";;"bois route de Saint-Menoux";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03206.jpg"
"valeriana officinalis  (Corymbifères (de G à S incl.))";"Migout";"Chabry";;;"Herbiers universitaires de Clermont-Ferrand";"2 juin 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03207";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03207";"Bibliothèque Université Clermont Auvergne";"fre";;"Montaigu-le-Blin";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03207.jpg"
"valeriana officinalis  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"5 juin 1876";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03208";"Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03208";"Bibliothèque Université Clermont Auvergne";"fre";;"Montbeugny";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valeriana_officinalis_MAB03208.jpg"
"valerianella carinata  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"20 avril 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03209";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03209";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03209.jpg"
"valerianella carinata  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03210";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03210";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03210.jpg"
"valerianella carinata  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"26 avril 1878";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03211";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03211";"Bibliothèque Université Clermont Auvergne";"fre";;"Fleuriel";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03211.jpg"
"valerianella carinata  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"28 avril 1878";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03212";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03212";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat à Benassat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03212.jpg"
"valerianella carinata  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"19 avril 1876";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03213";"Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03213";"Bibliothèque Université Clermont Auvergne";"fre";;"Briaille";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerianella_carinata_MAB03213.jpg"
"valerinella olitoria  (Corymbifères (de G à S incl.))";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"24 avril ?";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03214";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03214";"Bibliothèque Université Clermont Auvergne";"fre";;"Moladier";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03214.jpg"
"valerinella olitoria  (Corymbifères (de G à S incl.))";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03215";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03215";"Bibliothèque Université Clermont Auvergne";"fre";;"Cesset";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03215.jpg"
"valerinella olitoria  (Corymbifères (de G à S incl.))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"12 mai 1879";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03216";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03216";"Bibliothèque Université Clermont Auvergne";"fre";;"Coulandon à Lavelatte";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03216.jpg"
"valerinella olitoria  (Corymbifères (de G à S incl.))";"Migout";"Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"7 mai 1873";"still image";"image/jpeg";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03217";"Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03217";"Bibliothèque Université Clermont Auvergne";"fre";;"Neuvialle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Corymbifères_(de_G_à_S_incl.)_valerinella_olitoria_MAB03217.jpg"
"   ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"___";"___";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/___.jpg"
"Helianthemum vulgare  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre ?";"still image";"image/jpeg";"Cistinées_Helianthemum_vulgare_MAB03218";"Cistinees_Helianthemum_vulgare_MAB03218";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_vulgare_MAB03218.jpg"
"Helianthemum vulgare  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 septembre 1881";"still image";"image/jpeg";"Cistinées_Helianthemum_vulgare_MAB03219";"Cistinees_Helianthemum_vulgare_MAB03219";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_vulgare_MAB03219.jpg"
"Helianthemum vulgare  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"26 septembre 1874";"still image";"image/jpeg";"Cistinées_Helianthemum_vulgare_MAB03443";"Cistinees_Helianthemum_vulgare_MAB03443";"Bibliothèque Université Clermont Auvergne";"fre";;"Monétay";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_vulgare_MAB03443.jpg"
"Helianthemum guttatum  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"11 août 1879";"still image";"image/jpeg";"Cistinées_Helianthemum_guttatum_MAB01320";"Cistinees_Helianthemum_guttatum_MAB01320";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourilles, bois de sapins du côté de Douzon";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_guttatum_MAB01320.jpg"
"Helianthemum guttatum  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"7 août 1878";"still image";"image/jpeg";"Cistinées_Helianthemum_guttatum_MAB01321";"Cistinees_Helianthemum_guttatum_MAB01321";"Bibliothèque Université Clermont Auvergne";"fre";;"Chirat vers la cousselle";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_guttatum_MAB01321.jpg"
"Helianthemum guttatum  (Cistinées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 juillet ?";"still image";"image/jpeg";"Cistinées_Helianthemum_guttatum_MAB01322";"Cistinees_Helianthemum_guttatum_MAB01322";"Bibliothèque Université Clermont Auvergne";"fre";;"Besson à Bort";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_guttatum_MAB01322.jpg"
"Helianthemum procumbens  (Cistinées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"2 juillet 1882";"still image";"image/jpeg";"Cistinées_Helianthemum_procumbens_MAB01323";"Cistinees_Helianthemum_procumbens_MAB01323";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_Helianthemum_procumbens_MAB01323.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01222";"Resedacees_Reseda_lutea_MAB01222";"Bibliothèque Université Clermont Auvergne";"fre";;"Billy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01222.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"10 août 1881";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01223";"Resedacees_Reseda_lutea_MAB01223";"Bibliothèque Université Clermont Auvergne";"fre";;"Fourilles";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01223.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 septembre 1879";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01224";"Resedacees_Reseda_lutea_MAB01224";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Veurdre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01224.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"8 juin 1877";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01311";"Resedacees_Reseda_lutea_MAB01311";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01311.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Bourgougnon";;;"Herbiers universitaires de Clermont-Ferrand";"15 mai 1878";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01312";"Resedacees_Reseda_lutea_MAB01312";"Bibliothèque Université Clermont Auvergne";"fre";;"Cesset";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01312.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Rodillon de Chapettes";;;"Herbiers universitaires de Clermont-Ferrand";"6 août 1877";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01313";"Resedacees_Reseda_lutea_MAB01313";"Bibliothèque Université Clermont Auvergne";"fre";;"Créchy";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01313.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"8 juin 1876";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB01314";"Resedacees_Reseda_lutea_MAB01314";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB01314.jpg"
"Réseda lutea  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"24 mai 1874";"still image";"image/jpeg";"Résédacées_Réseda_lutea_MAB03442";"Resedacees_Reseda_lutea_MAB03442";"Bibliothèque Université Clermont Auvergne";"fre";;"Branssat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_lutea_MAB03442.jpg"
"Astrocarpus purpurascens  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"6 août 1870";"still image";"image/jpeg";"Résédacées_Astrocarpus_purpurascens_MAB01315";"Resedacees_Astrocarpus_purpurascens_MAB01315";"Bibliothèque Université Clermont Auvergne";"fre";;"Diou";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Astrocarpus_purpurascens_MAB01315.jpg"
"Réseda luteola  (Résédacées)";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"25 mai ?";"still image";"image/jpeg";"Résédacées_Réseda_luteola_MAB01316";"Resedacees_Reseda_luteola_MAB01316";"Bibliothèque Université Clermont Auvergne";"fre";;"Yzeure";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_luteola_MAB01316.jpg"
"Réseda luteola  (Résédacées)";"Migout";"Herbier.P.Billiet";;;"Herbiers universitaires de Clermont-Ferrand";"juin/juillet 1870";"still image";"image/jpeg";"Résédacées_Réseda_luteola_MAB01317";"Resedacees_Reseda_luteola_MAB01317";"Bibliothèque Université Clermont Auvergne";"fre";;"Gannat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Resedacees_Reseda_luteola_MAB01317.jpg"
"Sysymbrium alliaria  (Crucifères (de R. à la fin))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Sysymbrium_alliaria_MAB01725";"Crucifères_(de_R._à_la_fin)_Sysymbrium_alliaria_MAB01725";"Bibliothèque Université Clermont Auvergne";"fre";;".. Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Sysymbrium_alliaria_MAB01725.jpg"
"Thlaspi arveuse  (Crucifères (de R. à la fin))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01726";"Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01726";"Bibliothèque Université Clermont Auvergne";"fre";;"Moulins";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01726.jpg"
"Thlaspi arveuse  (Crucifères (de R. à la fin))";"Migout";"Gagne";;;"Herbiers universitaires de Clermont-Ferrand";"13 août 1877";"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01727";"Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01727";"Bibliothèque Université Clermont Auvergne";"fre";;"Désertines";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Thlaspi_arveuse_MAB01727.jpg"
"Thlaspi perfoliatum  (Crucifères (de R. à la fin))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 avril 186.";"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01728";"Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01728";"Bibliothèque Université Clermont Auvergne";"fre";;"Avermes, bord de la rivière";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01728.jpg"
"Thlaspi perfoliatum  (Crucifères (de R. à la fin))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"27 avril 1878";"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01729";"Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01729";"Bibliothèque Université Clermont Auvergne";"fre";;"Chareil, coteau du mât";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Thlaspi_perfoliatum_MAB01729.jpg"
"Sinapis nigra  (Crucifères (de R. à la fin))";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";"3 juillet ?";"still image";"image/jpeg";"Crucifères_(de_R._à_la_fin)_Sinapis_nigra_MAB01731";"Crucifères_(de_R._à_la_fin)_Sinapis_nigra_MAB01731";"Bibliothèque Université Clermont Auvergne";"fre";;"bord de la Queune";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_(de_R._à_la_fin)_Sinapis_nigra_MAB01731.jpg"
